Code;Ward name;LAD code;Borough;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13;;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13
E05000593;Chingford Green;E09000031;Waltham Forest;32760;33100;34500;36560;37170;39440;40100;42960;42960;44580;46170;47150;;27750;28110;28890;30570;30600;32370;33300;34330;35820;36780;38570;39280
E05000594;Endlebury;E09000031;Waltham Forest;33160;33380;34680;36630;37120;39280;39810;42540;42430;43920;45390;46250;;28060;28340;29030;30620;30570;32240;33080;34020;35410;36280;37960;38580
E05000595;Forest;E09000031;Waltham Forest;29700;30000;31280;33170;33730;35820;36440;39080;39120;40640;42150;43100;;25310;25630;26340;27880;27930;29550;30430;31400;32790;33700;35380;36080
E05000596;Grove Green;E09000031;Waltham Forest;28540;28970;30350;32330;33030;35230;36000;38770;38970;40650;42310;43440;;24350;24780;25580;27200;27370;29090;30070;31160;32670;33710;35510;36350
E05000597;Hale End and Highams Park;E09000031;Waltham Forest;32600;32980;34420;36530;37170;39480;40180;43080;43110;44760;46400;47420;;27620;28020;28830;30540;30610;32400;33360;34420;35940;36920;38740;39490
E05000598;Hatch Lane;E09000031;Waltham Forest;28830;29230;30580;32520;33180;35340;36060;38770;38900;40510;42100;43140;;24590;24990;25770;27360;27490;29170;30120;31150;32610;33590;35340;36110
E05000599;High Street;E09000031;Waltham Forest;28440;28740;29980;31810;32370;34400;35020;37580;37640;39120;40600;41540;;24270;24590;25280;26770;26830;28410;29270;30220;31580;32470;34110;34810
E05000600;Higham Hill;E09000031;Waltham Forest;24850;25200;26370;28070;28650;30540;31170;33530;33660;35060;36450;37350;;21160;21520;22200;23590;23720;25190;26020;26930;28210;29070;30590;31270
E05000601;Hoe Street;E09000031;Waltham Forest;27520;27910;29220;31110;31760;33860;34590;37230;37400;38990;40580;41630;;23490;23890;24650;26190;26340;27980;28910;29940;31380;32370;34090;34890
E05000602;Larkswood;E09000031;Waltham Forest;30320;30490;31650;33400;33820;35760;36230;38690;38570;39900;41210;41980;;25810;26030;26640;28080;28000;29510;30260;31090;32340;33110;34620;35170
E05000603;Lea Bridge;E09000031;Waltham Forest;25720;25970;27080;28720;29220;31050;31610;33920;33990;35340;36690;37560;;21940;22210;22820;24160;24200;25620;26400;27260;28490;29320;30800;31450
E05000604;Leyton;E09000031;Waltham Forest;24150;24540;25740;27450;28070;29980;30660;33050;33240;34690;36120;37090;;20540;20930;21640;23040;23210;24710;25580;26530;27840;28750;30310;31040
E05000605;Leytonstone;E09000031;Waltham Forest;31670;32040;33440;35490;36130;38400;39100;41960;42040;43700;45350;46400;;26900;27280;28070;29730;29810;31570;32530;33590;35100;36100;37920;38700
E05000606;Markhouse;E09000031;Waltham Forest;26290;26710;28010;29860;30540;32600;33340;35920;36130;37690;39250;40300;;22440;22860;23620;25140;25320;26930;27870;28900;30320;31300;32990;33780
E05000607;Valley;E09000031;Waltham Forest;28770;28990;30160;31910;32380;34320;34850;37300;37280;38660;40020;40860;;24540;24800;25430;26860;26840;28350;29130;30000;31280;32090;33640;34250
E05000608;William Morris;E09000031;Waltham Forest;28410;28760;30050;31930;32530;34600;35250;37840;37920;39430;40910;41860;;24240;24610;25340;26870;26960;28570;29460;30430;31810;32720;34370;35070
E05000609;Wood Street;E09000031;Waltham Forest;27200;27660;29020;30960;31680;33840;34620;37320;37540;39190;40820;41930;;23220;23670;24480;26070;26270;27950;28940;30010;31500;32530;34300;35130
E05000610;Balham;E09000032;Wandsworth;50720;51610;54140;57690;58910;62780;64040;68820;69020;71790;74530;76280;;36330;37030;38260;40670;40880;43390;44780;46290;48410;49820;52340;53420
E05000611;Bedford;E09000032;Wandsworth;43440;44100;46170;49120;50090;53310;54320;58330;58440;60750;63020;64470;;31890;32450;33470;35540;35680;37830;39010;40300;42120;43320;45490;46410
E05000612;Earlsfield;E09000032;Wandsworth;40870;41500;43460;46260;47200;50270;51280;55110;55280;57520;59750;61190;;30240;30780;31760;33740;33890;35960;37110;38370;40140;41320;43440;44360
E05000613;East Putney;E09000032;Wandsworth;47950;48520;50630;53680;54550;57870;58780;62910;62850;65140;67390;68740;;34670;35180;36190;38310;38360;40560;41710;42970;44800;45960;48150;49010
E05000614;Fairfield;E09000032;Wandsworth;47750;48300;50380;53390;54240;57510;58390;62450;62350;64570;66750;68040;;34550;35050;36040;38140;38180;40350;41470;42710;44500;45630;47770;48590
E05000615;Furzedown;E09000032;Wandsworth;34790;35270;36900;39240;40020;42610;43460;46700;46840;48740;50630;51860;;26150;26580;27410;29090;29210;30990;31980;33060;34590;35610;37440;38240
E05000616;Graveney;E09000032;Wandsworth;35540;35920;37460;39720;40380;42870;43600;46730;46760;48550;50330;51450;;26680;27030;27790;29410;29460;31160;32080;33080;34530;35480;37230;37960
E05000617;Latchmere;E09000032;Wandsworth;30180;30760;32340;34570;35420;37890;38810;41880;42180;44060;45930;47200;;22810;23310;24160;25770;26010;27710;28720;29820;31320;32360;34140;34990
E05000618;Nightingale;E09000032;Wandsworth;47980;48780;51140;54460;55580;59200;60360;64840;64990;67580;70120;71740;;34690;35340;36490;38780;38960;41330;42650;44070;46070;47390;49780;50790
E05000619;Northcote;E09000032;Wandsworth;55480;56250;58790;62420;63520;67450;68580;73470;73450;76180;78870;80510;;39070;39710;40910;43360;43460;45990;47340;48810;50920;52280;54800;55810
E05000620;Queenstown;E09000032;Wandsworth;37120;37560;39200;41590;42310;44940;45710;49000;49020;50880;52710;53840;;27760;28160;28970;30680;30750;32540;33500;34550;36060;37040;38850;39580
E05000621;Roehampton;E09000032;Wandsworth;27890;28180;29390;31170;31730;33730;34350;36880;36970;38450;39920;40880;;21060;21330;21930;23220;23270;24650;25410;26250;27440;28240;29680;30320
E05000622;St Mary's Park;E09000032;Wandsworth;41840;42450;44410;47230;48140;51210;52170;55990;56080;58260;60420;61760;;30870;31390;32370;34350;34480;36550;37680;38900;40650;41790;43860;44720
E05000623;Shaftesbury;E09000032;Wandsworth;48120;48890;51210;54490;55560;59110;60210;64600;64670;67150;69590;71090;;34770;35400;36540;38800;38950;41290;42560;43930;45880;47150;49460;50410
E05000624;Southfields;E09000032;Wandsworth;45740;46410;48550;51610;52580;55910;56930;61080;61150;63520;65860;67330;;33330;33890;34940;37060;37190;39400;40600;41910;43780;45000;47230;48160
E05000625;Thamesfield;E09000032;Wandsworth;56130;56830;59310;62880;63880;67710;68710;73460;73270;75820;78300;79730;;39440;40040;41200;43610;43660;46130;47410;48800;50820;52080;54490;55380
E05000626;Tooting;E09000032;Wandsworth;35670;35830;37140;39150;39590;41800;42280;45080;44870;46350;47810;48630;;26760;26970;27570;29030;28920;30440;31170;31990;33220;33970;35480;36000
E05000627;Wandsworth Common;E09000032;Wandsworth;47420;48340;50790;54230;55480;59240;60560;65210;65520;68280;71020;72820;;34350;35070;36290;38640;38910;41360;42760;44270;46380;47810;50310;51420
E05000628;West Hill;E09000032;Wandsworth;36450;37030;38810;41340;42210;45000;45940;49410;49600;51650;53680;55010;;27300;27800;28710;30520;30680;32580;33650;34820;36450;37550;39500;40360
E05000629;West Putney;E09000032;Wandsworth;40460;41020;42890;45570;46430;49370;50280;53950;54020;56120;58190;59490;;29980;30460;31390;33300;33410;35400;36480;37660;39340;40440;42450;43280
E05000630;Abbey Road;E09000033;Westminster;62940;63580;66250;70170;71270;75590;76790;82220;82190;85250;88290;90170;;36960;37440;38470;40690;40730;43050;44280;45630;47600;48870;51240;52200
E05000631;Bayswater;E09000033;Westminster;57740;58600;61330;65240;66520;70790;72140;77460;77610;80670;83690;85610;;34360;34950;36050;38270;38420;40730;42000;43390;45350;46640;48970;49960
E05000632;Bryanston and Dorset Square;E09000033;Westminster;61760;62520;65260;69220;70370;74660;75840;81150;81040;83950;86790;88470;;36380;36920;37990;40230;40290;42610;43820;45140;47040;48240;50510;51370
E05000633;Churchill;E09000033;Westminster;39330;40380;42770;46040;47500;51130;52700;57200;57930;60830;63740;65830;;24160;24870;25950;27880;28320;30360;31650;33040;34880;36220;38400;39530
E05000634;Church Street;E09000033;Westminster;33830;33770;34820;36530;36780;38700;39020;41490;41200;42470;43710;44380;;20680;20670;20980;21950;21740;22760;23190;23700;24520;24980;25990;26290
E05000635;Harrow Road;E09000033;Westminster;40830;41210;42910;45430;46130;48910;49660;53140;53080;55000;56890;58030;;25070;25360;26040;27520;27520;29070;29880;30760;32050;32870;34410;35000
E05000636;Hyde Park;E09000033;Westminster;57470;57870;60110;63470;64270;67950;68810;73440;73180;75670;78110;79530;;34220;34570;35430;37370;37300;39320;40330;41450;43110;44130;46150;46880
E05000637;Knightsbridge and Belgravia;E09000033;Westminster;82810;88070;96340;106780;113100;124660;131210;145120;149450;159340;169240;176950;;46110;48630;51890;56830;58730;63930;67540;71330;76080;79730;85200;88330
E05000638;Lancaster Gate;E09000033;Westminster;58520;59190;61760;65490;66580;70660;71820;76920;76890;79750;82560;84280;;34760;35250;36260;38390;38450;40670;41840;43130;44990;46180;48410;49290
E05000639;Little Venice;E09000033;Westminster;61720;62020;64290;67730;68420;72160;72900;77620;77150;79580;81950;83230;;36360;36670;37510;39500;39350;41400;42380;43470;45120;46100;48100;48770
E05000640;Maida Vale;E09000033;Westminster;55580;56030;58260;61580;62390;65990;66850;71350;71090;73490;75830;77170;;33250;33630;34490;36410;36350;38340;39330;40420;42030;43020;44960;45660
E05000641;Marylebone High Street;E09000033;Westminster;65760;67240;70870;75880;77830;83280;85290;92000;92570;96600;100590;103240;;38320;39220;40680;43410;43800;46640;48290;50070;52510;54180;57060;58370
E05000642;Queen's Park;E09000033;Westminster;35490;35990;37660;40090;40930;43630;44550;47940;48150;50170;52190;53520;;21760;22120;22820;24250;24380;25900;26770;27720;29040;29950;31530;32260
E05000643;Regent's Park;E09000033;Westminster;57710;58070;60280;63600;64340;67950;68740;73270;72900;75260;77560;78810;;34350;34680;35520;37440;37340;39320;40290;41360;42960;43930;45860;46510
E05000644;St James's;E09000033;Westminster;58180;59470;62680;67100;68820;73630;75390;81270;81720;85200;88610;90820;;34580;35390;36720;39190;39550;42110;43600;45190;47370;48840;51400;52520
E05000645;Tachbrook;E09000033;Westminster;55130;55820;58300;61900;63010;66950;68130;73050;73120;75920;78690;80420;;33020;33520;34510;36570;36670;38820;39980;41260;43080;44260;46440;47340
E05000646;Vincent Square;E09000033;Westminster;51800;52710;55320;59000;60320;64370;65770;70780;71090;74050;76980;78880;;31270;31870;32960;35070;35300;37510;38770;40130;42030;43310;45560;46550
E05000647;Warwick;E09000033;Westminster;59700;60510;63240;67150;68340;72560;73770;78980;78910;81770;84550;86200;;35350;35920;37000;39220;39310;41600;42800;44110;45990;47180;49400;50250
E05000648;Westbourne;E09000033;Westminster;38700;38920;40410;42660;43210;45700;46320;49470;49330;51050;52740;53730;;23780;23970;24530;25850;25780;27170;27860;28630;29780;30490;31880;32390
E05000649;West End;E09000033;Westminster;61800;63060;66350;70930;72670;77690;79500;85690;86170;89870;93530;95940;;36400;37180;38520;41060;41390;44050;45580;47230;49510;51060;53760;54970
